,high,open,low,close,volume,RSI
20150616,78.41263887410017,78.41263887410017,74.61178567873543,76.63010474525665,32393.0,0.5
20150617,81.58158843648862,77.23371418571159,75.49833704440363,81.26092092124692,35255.0,0.5
20150618,84.46759607366383,81.27035231875404,76.39431980757894,77.80902943364522,39634.0,0.5
20150619,77.70528406106702,74.06476462332314,71.20705117866926,71.77293502909576,25313.0,0.5
20150623,77.63926427851726,71.87668040167395,67.00064789049887,77.23371418571159,29996.0,0.5
20150624,83.80739824816622,79.29919023976836,75.49833704440363,83.68479008057382,72235.0,0.5
20150625,85.35414743933202,83.48673073292454,75.62094521199604,78.09197135885847,55794.0,0.5
20150626,75.52663123692496,74.60235428122832,70.28277422297262,70.28277422297262,57935.0,0.5
20150629,72.9141341274559,72.9141341274559,63.256383080176775,67.90606205118128,56889.0,0.5
20150630,71.67862105402469,66.491352425115,61.11545584606315,70.27334282546552,62016.0,0.5
20150701,71.65975825901047,68.84920180189214,64.88801484890655,64.98232882397765,35573.0,0.5
20150702,66.491352425115,64.22781702340896,58.49352733908699,59.41780429478362,43520.0,0.5
20150703,60.36094404549447,57.55981898588325,53.47602386530526,60.36094404549447,49696.0,0.35467565290648706
20150706,66.01035115225247,66.01035115225247,54.324849640945025,57.21085727812022,74188.0,0.3341607377368565
20150707,54.636085758679606,54.324849640945025,51.485998991305365,51.485998991305365,21907.0,0.29978308230278805
20150708,53.75896579051851,46.33645595242412,46.33645595242412,49.50540551481257,180655.0,0.28857829390406936
20150709,54.45688920604454,49.50540551481257,49.50540551481257,54.45688920604454,49964.0,0.35438892837854136
20150710,59.89880556764615,57.53152479336192,54.702105541229365,59.89880556764615,24141.0,0.4188452915281142
20150713,65.88774298466005,62.81310739734268,62.81310739734268,65.88774298466005,51025.0,0.48104789711528023
20150714,68.84920180189214,65.07664279904873,62.67163643473606,64.51075894862223,57243.0,0.4684711773566669
20150715,63.66193317298245,62.29438053445171,58.05968305376,58.05968305376,31510.0,0.41325245963675317
20150716,61.822810659096284,58.05968305376,58.05968305376,60.068570722774105,24920.0,0.43584244313457476
20150717,66.07637093480223,60.26663007042338,60.26663007042338,64.52019034612933,27320.0,0.48387851948371385
20150720,67.34017820075478,64.68052410375017,63.3789912477692,65.2652707491909,28378.0,0.4917797142276683
20150721,70.54685335317166,65.0483486065274,63.56761919791137,67.90606205118128,31219.0,0.5201809859400476
20150722,74.6966682562994,67.1515502506126,64.88801484890655,74.6966682562994,49733.0,0.5852061071132428
20150723,81.09115576611899,77.03565483806233,75.2436893117117,76.2528488449723,63580.0,0.5987988134291394
20150724,77.14883160814762,76.2434174474652,70.73548130331383,71.6880524515318,64314.0,0.5419664210825085
20150727,74.50804030615724,68.84920180189214,66.96292230047042,69.45281124234708,64417.0,0.5158147005039401
20150728,71.86724900416685,66.96292230047042,63.831698328110406,68.23616096393008,43104.0,0.5014471420285044
20150729,72.1501909293801,69.13214372710539,66.96292230047042,72.1501909293801,45410.0,0.5458429780752075
20150730,74.42315772859325,70.85808947090624,65.05778000403451,66.30272447497283,42459.0,0.47666380619920984
20150731,67.49108056086851,67.1515502506126,64.13350304833787,64.4824647561009,37970.0,0.4569952058614224
20150803,64.41644497355112,63.31297146521943,61.30408379620532,63.95430649570282,29901.0,0.4511032897835967
20150804,69.0378297520343,63.98260068822414,63.98260068822414,68.94351577696321,29531.0,0.5154779121076177
20150805,71.65032686150336,68.33047493900116,66.30272447497283,68.75488782682105,32159.0,0.5129964860354073
20150806,68.73602503180682,66.67998037525717,65.69911503451789,67.19870723814815,18170.0,0.49169407479190097
20150807,69.74518456506745,68.47194590160778,67.54766894591116,68.17014118138032,27132.0,0.505672898783704
20150810,74.98904157901977,69.60371360246081,68.67000524925707,74.98904157901977,52540.0,0.5916638785603562
20150811,79.22373905971149,74.98904157901977,72.86697713992037,74.55519729369277,45908.0,0.5846054273929123
20150812,79.41236700985367,73.17821325765495,73.16878186014783,76.20569185743676,39500.0,0.6042018542775646
20150813,77.4506363283751,74.65894266627097,74.21566698343688,77.06394903058364,26484.0,0.6145178753847483
20150814,80.49697772317114,77.19598859568316,76.30000583250786,79.93109387274463,37556.0,0.6479570022847128
20150817,80.4403893381285,79.12942508464042,77.38461654582532,78.53524704169257,28354.0,0.6194197329102809
20150818,78.26173651398643,77.52608750843196,70.67889291827117,70.67889291827117,57422.0,0.4875710047467475
20150819,72.51801543215734,67.17041304562682,65.0483486065274,71.71634664405312,34614.0,0.5028165791251868
20150820,70.73548130331383,70.73548130331383,65.07664279904873,67.00064789049887,33830.0,0.4381734936400715
20150821,66.78372574783536,66.39703845004392,62.25665494442329,64.98232882397765,20348.0,0.4133607895356559
20150824,62.247223546916175,62.058595596774,58.484095941579874,58.5123901341012,40041.0,0.34503429213577186
20150825,57.90878069364626,53.947593740660686,52.66492367969393,54.419163616016114,25555.0,0.30970300391812455
20150826,59.20088215212013,55.64524529194021,52.957297002414286,56.09795237228142,21182.0,0.33994404906073894
20150827,58.88964603438554,55.67353948446154,54.702105541229365,58.012526066224446,40887.0,0.3740600472161638
20150828,62.32267472697304,59.04054839449928,57.53152479336192,61.24749541116267,37902.0,0.42850715004609546
20150831,61.134318641077364,59.41780429478362,58.61613550667939,60.98341628096363,28763.0,0.42521331812840174
20150901,60.26663007042338,60.26663007042338,55.079361441513704,55.267989391655874,25668.0,0.35989661235461334
20150902,56.58838504265107,51.87268628909681,50.92954653838596,55.918755819646364,21064.0,0.37188123082782165
20150907,59.04054839449928,56.11681516729564,50.51456504807319,52.81582603980766,54314.0,0.338878251107632
20150908,53.75896579051851,51.70292113396886,48.722599521722564,53.75896579051851,30667.0,0.35777676142389475
20150909,56.437482682537336,54.33428103845213,53.28739591516309,54.985047466442616,34213.0,0.3827978096254438
20150910,58.5123901341012,54.890733491371535,53.947593740660686,57.01279793047095,34352.0,0.42333265415881555
20150911,57.21085727812022,56.57895364514396,55.17367541658479,56.013069794717445,13814.0,0.4088894700987875
20150914,58.851920444357106,57.15426889307758,50.41081967549499,50.41081967549499,41838.0,0.33832522547377036
20150915,50.495702253058965,49.04326703696426,48.10955868376051,49.98640678767511,22251.0,0.33356774030679476
20150916,54.72096833624359,49.995838185182215,49.995838185182215,54.02304492071755,18336.0,0.41842152256537785
20150917,54.296555448423696,53.93816234315357,52.39141315198778,53.079905170006704,21235.0,0.4052691667640711
20150918,53.26853312014887,52.81582603980766,51.88211768660392,52.457432934537536,11320.0,0.39630012110237695
20150921,54.07020190825309,51.401116413741384,50.92954653838596,53.90043675312514,17623.0,0.428297110327958
20150922,55.390597559248285,53.90043675312514,53.38170989023418,54.60779156615828,16862.0,0.44405430114903427
20150923,54.9661846714284,53.66465181544743,51.684058338954635,54.296555448423696,27185.0,0.43825630638800794
20150924,55.0699300440066,53.75896579051851,53.674083212954535,54.3059868459308,11457.0,0.43849866985029146
20150925,57.201425880613115,55.17367541658479,54.268261255902374,55.550931316869125,29270.0,0.4713433569201311
20150928,55.5226371243478,54.890733491371535,52.34425616445223,54.43802641103032,13865.0,0.4459069802848037
20150929,53.57033784037634,53.57033784037634,52.34425616445223,52.91957141238586,12467.0,0.41275265730387983
20150930,53.362847095219955,52.72151206473657,51.976431661675,53.21194473510622,11421.0,0.42178314118523585
20151008,56.352600104973355,54.68324274621514,54.68324274621514,55.051067248992375,14394.0,0.4769748697695503
20151009,56.87132696786432,55.06049864649949,54.38143802598767,55.65467668944732,16945.0,0.49425891544170375
20151012,58.946234419428194,55.75842206202552,55.75842206202552,58.851920444357106,28782.0,0.5753482995005752
20151013,58.946234419428194,58.20115401636662,57.644701563447214,58.36148777398747,13977.0,0.5603148007141133
20151014,58.851920444357106,57.72015274350409,57.163700290584686,57.43721081829083,12478.0,0.5317489497024809
20151015,59.89880556764615,56.68269901772215,56.68269901772215,59.842217182603505,16772.0,0.5909457993257875
20151016,65.8311545996174,61.31351519371243,61.30408379620532,62.58675385717208,34944.0,0.646570092023491
